dataset_version,timestamp_ms,sample_index,total_samples,controller_backend,cycle_id,diameter_m,cmd_object_diameter_m,roll_rad,pitch_rad,yaw_rad,repeat_idx,light_intensity,light_azimuth_deg,light_elevation_deg,spawn_x,spawn_y,spawn_z,pick_cmd_x,pick_cmd_y,pick_cmd_z,place_cmd_x,place_cmd_y,place_cmd_z,arm_joint1_rad,arm_joint2_rad,arm_joint3_rad,arm_joint4_rad,arm_joint5_rad,arm_joint6_rad,arm_gripper_joint1_rad,arm_gripper_joint2_rad,arm_gripper_joint7_rad,cycle_service_success,cycle_message,cycle_success,gripper_close_ok,grasp_stability_ok,place_landing_ok,grasp_reached_ok,place_reached_ok,label,elapsed_sec,server_pose_strategy,server_pose_profile,before_x,before_y,before_z,lift_x,lift_y,lift_z,after_x,after_y,after_z,error
v2_kinematic,1776791688297,31,108,auto_sorting_action,1776791671019_31_0,0.0708,0.0708,0.1,0.0,-0.2,0,0.8,60.0,30.0,0.4605942427776552,-0.1479746825960488,0.1425407917169573,0.4605942427776552,-0.1479746825960488,0.1425407917169573,0.16,-0.25,0.1,-0.9922953660910494,1.5949194783794773,-1.0842510688943516,-0.045088300242726476,1.0630027216987115,0.10251901044251532,,,0.03500006419092996,0,action_server_error,0,0,0,0,0,0,0,18.2494,,,0.4605942427776552,-0.1479746825960488,0.1425407917169573,0.4605942427776552,-0.1479746825960488,0.1725407917169573,0.4605942427776552,-0.1479746825960488,0.1425407917169573,action_server_error
v2_kinematic,1776791710051,32,108,auto_sorting_action,1776791689298_32_1,0.0578,0.0578,0.1,0.0,-0.2,1,0.8,60.0,30.0,0.16305423734932378,0.04840993644297877,0.1425407917169573,0.16305423734932378,0.04840993644297877,0.1425407917169573,0.16,-0.25,0.1,-0.001585074854278723,0.008191085863878733,-0.007481314582085119,0.0008492226694567506,-0.0054609469827697765,0.009385030749029966,,,0.03499999789284912,0,action_server_error,0,0,0,0,0,0,0,21.7533,,,0.16305423734932378,0.04840993644297877,0.1425407917169573,0.16305423734932378,0.04840993644297877,0.1725407917169573,0.16305423734932378,0.04840993644297877,0.1425407917169573,action_server_error
v2_kinematic,1776791758514,33,108,auto_sorting_action,1776791711166_33_0,0.0538,0.0538,0.1,0.0,-0.2,0,1.0,50.0,-20.0,0.18826124521990048,-0.05667153036161441,0.1425407917169573,0.18826124521990048,-0.05667153036161441,0.1425407917169573,0.16,-0.25,0.1,-1.0168281552994483,1.6567724870737752,-1.1429084087554813,0.06009575861938288,1.1346893872146584,-0.10164411072759982,,,0.03499996844939113,1,auto_action_cycle_done,1,1,1,1,1,1,1,48.4626,free_yaw,直解位姿(快速)(反向),0.18826124521990048,-0.05667153036161441,0.1425407917169573,0.18826124521990048,-0.05667153036161441,0.1725407917169573,0.16,-0.25,0.1,
v2_kinematic,1776791802947,34,108,auto_sorting_action,1776791759517_34_1,0.0553,0.0553,0.1,0.0,-0.2,1,1.0,50.0,-20.0,0.08751588728797328,0.20063267132771942,0.1425407917169573,0.08751588728797328,0.20063267132771942,0.1425407917169573,0.16,-0.25,0.1,-0.9757126148809263,1.61777820610651,-1.0963207396556713,-0.05944487370698859,1.0775194627970146,-0.02709502463550706,,,0.034999969549144985,1,auto_action_cycle_done,1,1,1,1,1,1,1,44.4332,free_yaw,直解位姿(快速)(反向),0.08751588728797328,0.20063267132771942,0.1425407917169573,0.08751588728797328,0.20063267132771942,0.1725407917169573,0.16,-0.25,0.1,
v2_kinematic,1776791845544,35,108,auto_sorting_action,1776791803652_35_0,0.053,0.053,0.1,0.0,-0.2,0,1.0,60.0,30.0,0.20742105991271206,-0.25356810156492327,0.1425407917169573,0.20742105991271206,-0.25356810156492327,0.1425407917169573,0.16,-0.25,0.1,-0.9681594636869439,1.6268048311012357,-1.1522731617957005,-0.03136643714705567,1.1677566867387803,-0.06580215583315319,,,0.03499995996440053,1,auto_action_cycle_done,1,1,1,1,1,1,1,42.5959,free_yaw,直解位姿(快速)(反向),0.20742105991271206,-0.25356810156492327,0.1425407917169573,0.20742105991271206,-0.25356810156492327,0.1725407917169573,0.16,-0.25,0.1,
v2_kinematic,1776791890869,36,108,auto_sorting_action,1776791846588_36_1,0.0722,0.0722,0.1,0.0,-0.2,1,1.0,60.0,30.0,0.2058821531208284,-0.24414926305295753,0.1425407917169573,0.2058821531208284,-0.24414926305295753,0.1425407917169573,0.16,-0.25,0.1,-0.9790382399256519,1.6323448947814745,-1.1598671780620595,0.024805089582600637,1.17892754675748,0.0985982972055508,,,0.03500005799378252,1,auto_action_cycle_done,1,1,1,1,1,1,1,45.3246,free_yaw,直解位姿(快速)(反向),0.2058821531208284,-0.24414926305295753,0.1425407917169573,0.2058821531208284,-0.24414926305295753,0.1725407917169573,0.16,-0.25,0.1,
v2_kinematic,1776791935444,37,108,auto_sorting_action,1776791891927_37_0,0.0724,0.0724,0.0,0.0,0.0,0,0.5,50.0,-20.0,0.11567372104218202,0.1396514067756827,0.1425407917169573,0.11567372104218202,0.1396514067756827,0.1425407917169573,0.16,-0.25,0.1,-1.0192775999079542,1.6274391630552048,-1.1205398133593407,0.07460090436658984,1.1390506890101149,-0.03586620167456367,,,0.03499999972486217,1,auto_action_cycle_done,1,1,1,1,1,1,1,44.5751,free_yaw,直解位姿(快速)(反向),0.11567372104218202,0.1396514067756827,0.1425407917169573,0.11567372104218202,0.1396514067756827,0.1725407917169573,0.16,-0.25,0.1,
v2_kinematic,1776791981369,38,108,auto_sorting_action,1776791936471_38_1,0.047,0.047,0.0,0.0,0.0,1,0.5,50.0,-20.0,0.1670480742207357,0.055327240222283094,0.1425407917169573,0.1670480742207357,0.055327240222283094,0.1425407917169573,0.16,-0.25,0.1,-0.9692202218214732,1.612285455648693,-1.0947544770001922,-0.045503618027834314,1.0958549019845822,0.08669872968526171,,,0.03350004169825988,1,auto_action_cycle_done,1,1,1,1,1,1,1,45.924,free_yaw,直解位姿(快速)(反向),0.1670480742207357,0.055327240222283094,0.1425407917169573,0.1670480742207357,0.055327240222283094,0.1725407917169573,0.16,-0.25,0.1,
v2_kinematic,1776791999330,39,108,auto_sorting_action,1776791982022_39_0,0.0713,0.0713,0.0,0.0,0.0,0,0.5,60.0,30.0,0.39295814775685994,0.17764554667061042,0.1425407917169573,0.39295814775685994,0.17764554667061042,0.1425407917169573,0.16,-0.25,0.1,-0.9692202615471528,1.6122855582489821,-1.0947546578118583,-0.04550334912677201,1.0958561274976555,0.08669844393484905,,,0.034999999822546736,0,action_server_error,0,0,0,0,0,0,0,17.9605,,,0.39295814775685994,0.17764554667061042,0.1425407917169573,0.39295814775685994,0.17764554667061042,0.1725407917169573,0.39295814775685994,0.17764554667061042,0.1425407917169573,action_server_error
v2_kinematic,1776792034534,40,108,auto_sorting_action,1776792000290_40_1,0.0706,0.0706,0.0,0.0,0.0,1,0.5,60.0,30.0,0.22633078947825022,0.1565337595889009,0.1425407917169573,0.22633078947825022,0.1565337595889009,0.1425407917169573,0.16,-0.25,0.1,-1.0193354773648364,1.640219028795987,-1.1335561978534,0.06857580432510257,1.0935235790953577,0.035732632295983,,,0.034999999828763256,1,auto_action_cycle_done,1,1,1,1,1,1,1,35.2034,relaxed,直解位姿(快速)(反向),0.22633078947825022,0.1565337595889009,0.1425407917169573,0.22633078947825022,0.1565337595889009,0.1725407917169573,0.16,-0.25,0.1,
v2_kinematic,1776792053042,41,108,auto_sorting_action,1776792035610_41_0,0.0485,0.0485,0.0,0.0,0.0,0,0.8,50.0,-20.0,0.10568434190733628,0.071127061035845,0.1425407917169573,0.10568434190733628,0.071127061035845,0.1425407917169573,0.16,-0.25,0.1,-1.0193354356953357,1.6402191471585095,-1.133556424569253,0.06857551457599431,1.0935250796450084,0.035733440012031714,,,0.03425000546564275,0,action_server_error,0,0,0,0,0,0,0,18.5075,,,0.10568434190733628,0.071127061035845,0.1425407917169573,0.10568434190733628,0.071127061035845,0.1725407917169573,0.10568434190733628,0.071127061035845,0.1425407917169573,action_server_error
v2_kinematic,1776792103092,42,108,auto_sorting_action,1776792054071_42_1,0.0713,0.0713,0.0,0.0,0.0,1,0.8,50.0,-20.0,0.17888379461853052,0.16749818491672294,0.1425407917169573,0.17888379461853052,0.16749818491672294,0.1425407917169573,0.16,-0.25,0.1,-0.9873084420616394,1.6588505691604531,-1.1419500977291221,-0.04562267955620314,1.135951687514848,0.02983605378190024,,,0.03499999976074589,1,auto_action_cycle_done,1,1,1,1,1,1,1,50.0495,free_yaw,直解位姿(快速)(反向),0.17888379461853052,0.16749818491672294,0.1425407917169573,0.17888379461853052,0.16749818491672294,0.1725407917169573,0.16,-0.25,0.1,
v2_kinematic,1776792120861,43,108,auto_sorting_action,1776792103623_43_0,0.0478,0.0478,0.0,0.0,0.0,0,0.8,60.0,30.0,0.5740113317729955,-0.02699981751600223,0.1425407917169573,0.5740113317729955,-0.02699981751600223,0.1425407917169573,0.16,-0.25,0.1,-0.9873084639955065,1.658850680375065,-1.141950287024562,-0.04562249259524087,1.1359529923739888,0.029835031462316586,,,0.033900035936787525,0,action_server_error,0,0,0,0,0,0,0,17.7686,,,0.5740113317729955,-0.02699981751600223,0.1425407917169573,0.5740113317729955,-0.02699981751600223,0.1725407917169573,0.5740113317729955,-0.02699981751600223,0.1425407917169573,action_server_error
v2_kinematic,1776792167277,44,108,auto_sorting_action,1776792121888_44_1,0.067,0.067,0.0,0.0,0.0,1,0.8,60.0,30.0,0.24802505098649769,-0.0628472439157752,0.1425407917169573,0.24802505098649769,-0.0628472439157752,0.1425407917169573,0.16,-0.25,0.1,-0.9846432326855385,1.6247649903882913,-1.1263783462027037,-0.02553868485690103,1.1174884499527558,-0.02650709357847969,,,0.03499998645323722,1,auto_action_cycle_done,1,1,1,1,1,1,1,46.4154,free_yaw,直解位姿(快速)(反向),0.24802505098649769,-0.0628472439157752,0.1425407917169573,0.24802505098649769,-0.0628472439157752,0.1725407917169573,0.16,-0.25,0.1,
v2_kinematic,1776792212078,45,108,auto_sorting_action,1776792168257_45_0,0.0608,0.0608,0.0,0.0,0.0,0,1.0,50.0,-20.0,0.2897901597033428,-0.11431931186991769,0.1425407917169573,0.2897901597033428,-0.11431931186991769,0.1425407917169573,0.16,-0.25,0.1,-1.0020414040145305,1.6432090710069955,-1.169244229368224,-0.007111280381878693,1.1680945608033166,-0.05091252600775942,,,0.03499998411771791,1,auto_action_cycle_done,1,1,1,1,1,1,1,44.8012,free_yaw,直解位姿(快速)(反向),0.2897901597033428,-0.11431931186991769,0.1425407917169573,0.2897901597033428,-0.11431931186991769,0.1725407917169573,0.16,-0.25,0.1,
v2_kinematic,1776792254956,46,108,auto_sorting_action,1776792212633_46_1,0.0625,0.0625,0.0,0.0,0.0,1,1.0,50.0,-20.0,0.07326837637351644,-0.2981365240655395,0.1425407917169573,0.07326837637351644,-0.2981365240655395,0.1425407917169573,0.16,-0.25,0.1,-0.9763993110640872,1.6520861259091442,-1.1170739912094447,-0.04403268855351339,1.0893985583877797,0.08786010191244653,,,0.035000045410180106,1,auto_action_cycle_done,1,1,1,1,1,1,1,42.8772,free_yaw,直解位姿(快速)(反向),0.07326837637351644,-0.2981365240655395,0.1425407917169573,0.07326837637351644,-0.2981365240655395,0.1725407917169573,0.16,-0.25,0.1,
v2_kinematic,1776792299171,47,108,auto_sorting_action,1776792255964_47_0,0.0662,0.0662,0.0,0.0,0.0,0,1.0,60.0,30.0,0.18526698158821728,-0.2024945319368332,0.1425407917169573,0.18526698158821728,-0.2024945319368332,0.1425407917169573,0.16,-0.25,0.1,-1.0293481535873141,1.6329295258844327,-1.1558710356681363,0.0258114777589169,1.2081362493715266,-0.1431477846034479,,,0.03499994925944473,1,auto_action_cycle_done,1,1,1,1,1,1,1,44.2143,free_yaw,直解位姿(快速)(反向),0.18526698158821728,-0.2024945319368332,0.1425407917169573,0.18526698158821728,-0.2024945319368332,0.1725407917169573,0.16,-0.25,0.1,
v2_kinematic,1776792343563,48,108,auto_sorting_action,1776792300109_48_1,0.0494,0.0494,0.0,0.0,0.0,1,1.0,60.0,30.0,0.29771193766107185,-0.2566706308409657,0.1425407917169573,0.29771193766107185,-0.2566706308409657,0.1425407917169573,0.16,-0.25,0.1,-1.0105928465685734,1.6254145342960022,-1.1313681306213468,0.08774122906373716,1.1163947125157891,0.046302599726221416,,,0.03470005482613907,1,auto_action_cycle_done,1,1,1,1,1,1,1,44.3916,free_yaw,直解位姿(快速)(反向),0.29771193766107185,-0.2566706308409657,0.1425407917169573,0.29771193766107185,-0.2566706308409657,0.1725407917169573,0.16,-0.25,0.1,
v2_kinematic,1776792362095,49,108,auto_sorting_action,1776792344643_49_0,0.0692,0.0692,0.0,0.2,0.0,0,0.5,50.0,-20.0,0.16705365072803235,-0.050442080095294,0.1425407917169573,0.16705365072803235,-0.050442080095294,0.1425407917169573,0.16,-0.25,0.1,-1.0105928146924192,1.625414671027774,-1.1313683674509116,0.08774087631967209,1.1163963262986956,0.04630302426368349,,,0.034999999818571687,0,action_server_error,0,0,0,0,0,0,0,18.5313,,,0.16705365072803235,-0.050442080095294,0.1425407917169573,0.16705365072803235,-0.050442080095294,0.1725407917169573,0.16705365072803235,-0.050442080095294,0.1425407917169573,action_server_error
v2_kinematic,1776792410666,50,108,auto_sorting_action,1776792363108_50_1,0.0661,0.0661,0.0,0.2,0.0,1,0.5,50.0,-20.0,0.30566459383285166,0.2276680487084667,0.1425407917169573,0.30566459383285166,0.2276680487084667,0.1425407917169573,0.16,-0.25,0.1,-1.0214878667021186,1.6306440090126975,-1.1078922640106867,0.07256963331008759,1.0873408480605997,-0.11571730286136539,,,0.03499996447844858,1,auto_action_cycle_done,1,1,1,1,1,1,1,48.5708,free_yaw,直解位姿(快速)(反向),0.30566459383285166,0.2276680487084667,0.1425407917169573,0.30566459383285166,0.2276680487084667,0.1725407917169573,0.16,-0.25,0.1,
v2_kinematic,1776792456494,51,108,auto_sorting_action,1776792411646_51_0,0.0466,0.0466,0.0,0.2,0.0,0,0.5,60.0,30.0,0.2876457268806677,-0.19871573007604232,0.1425407917169573,0.2876457268806677,-0.19871573007604232,0.1425407917169573,0.16,-0.25,0.1,-0.9869003532512179,1.6616989012834402,-1.1720692660036267,-0.01986616819449427,1.2070632616216255,0.07801115808867465,,,0.03330004812112669,1,auto_action_cycle_done,1,1,1,1,1,1,1,45.8282,free_yaw,直解位姿(快速)(反向),0.2876457268806677,-0.19871573007604232,0.1425407917169573,0.2876457268806677,-0.19871573007604232,0.1725407917169573,0.16,-0.25,0.1,
v2_kinematic,1776792501979,52,108,auto_sorting_action,1776792457586_52_1,0.071,0.071,0.0,0.2,0.0,1,0.5,60.0,30.0,0.03554047350764513,0.1895976224348145,0.1425407917169573,0.03554047350764513,0.1895976224348145,0.1425407917169573,0.16,-0.25,0.1,-0.9774587062349731,1.6107656756541626,-1.1055843429829322,-0.03138014374880882,1.0757514829754324,0.0270281629620035,,,0.03499999979385562,1,auto_action_cycle_done,1,1,1,1,1,1,1,45.4846,free_yaw,直解位姿(快速)(反向),0.03554047350764513,0.1895976224348145,0.1425407917169573,0.03554047350764513,0.1895976224348145,0.1725407917169573,0.16,-0.25,0.1,
v2_kinematic,1776792520176,53,108,auto_sorting_action,1776792502927_53_0,0.0718,0.0718,0.0,0.2,0.0,0,0.8,50.0,-20.0,0.536476234981806,0.16600087951168474,0.1425407917169573,0.536476234981806,0.16600087951168474,0.1425407917169573,0.16,-0.25,0.1,-0.9774587504147974,1.6107658081592797,-1.1055845836827736,-0.031379816073098254,1.0757530837509108,0.027024761256696728,,,0.035000030941546245,0,action_server_error,0,0,0,0,0,0,0,18.1959,,,0.536476234981806,0.16600087951168474,0.1425407917169573,0.536476234981806,0.16600087951168474,0.1725407917169573,0.536476234981806,0.16600087951168474,0.1425407917169573,action_server_error
v2_kinematic,1776792568771,54,108,auto_sorting_action,1776792521193_54_1,0.0559,0.0559,0.0,0.2,0.0,1,0.8,50.0,-20.0,0.1714291047204809,0.31265399935594257,0.1425407917169573,0.1714291047204809,0.31265399935594257,0.1425407917169573,0.16,-0.25,0.1,-1.0203383204167764,1.6110932571581893,-1.1283755559156425,0.08686045037815493,1.1112790487529303,-0.11226553389593352,,,0.03499996742507502,1,auto_action_cycle_done,1,1,1,1,1,1,1,48.5943,free_yaw,直解位姿(快速)(反向),0.1714291047204809,0.31265399935594257,0.1425407917169573,0.1714291047204809,0.31265399935594257,0.1725407917169573,0.16,-0.25,0.1,
v2_kinematic,1776792613330,55,108,auto_sorting_action,1776792569746_55_0,0.058,0.058,0.0,0.2,0.0,0,0.8,60.0,30.0,0.07821852746621145,-0.3197106517843288,0.1425407917169573,0.07821852746621145,-0.3197106517843288,0.1425407917169573,0.16,-0.25,0.1,-1.034964706578685,1.6294402463065696,-1.1163209398431757,0.08314811385829213,1.0998674815230416,-0.15423844819953558,,,0.0349999495981716,1,auto_action_cycle_done,1,1,1,1,1,1,1,44.5586,free_yaw,直解位姿(快速)(反向),0.07821852746621145,-0.3197106517843288,0.1425407917169573,0.07821852746621145,-0.3197106517843288,0.1725407917169573,0.16,-0.25,0.1,
v2_kinematic,1776792631526,56,108,auto_sorting_action,1776792614287_56_1,0.0452,0.0452,0.0,0.2,0.0,1,0.8,60.0,30.0,0.29971291925512156,-0.3911541292703829,0.1425407917169573,0.29971291925512156,-0.3911541292703829,0.1425407917169573,0.16,-0.25,0.1,-1.034964663332735,1.629440367781414,-1.1163211465685867,0.0831477070305251,1.0998688631567122,-0.1542385079635631,,,0.03259993323539382,0,action_server_error,0,0,0,0,0,0,0,18.1956,,,0.29971291925512156,-0.3911541292703829,0.1425407917169573,0.29971291925512156,-0.3911541292703829,0.1725407917169573,0.29971291925512156,-0.3911541292703829,0.1425407917169573,action_server_error
v2_kinematic,1776792653428,57,108,auto_sorting_action,1776792632548_57_0,0.0563,0.0563,0.0,0.2,0.0,0,1.0,50.0,-20.0,0.11781527327470707,-0.03212859343918826,0.1425407917169573,0.11781527327470707,-0.03212859343918826,0.1425407917169573,0.16,-0.25,0.1,0.0037488217039074456,1.2940042064535362e-05,-0.009936173596137188,-0.00976166132212164,-0.008539342111952841,-5.198870673694955e-05,,,0.035000018389850306,0,action_server_error,0,0,0,0,0,0,0,21.9013,,,0.11781527327470707,-0.03212859343918826,0.1425407917169573,0.11781527327470707,-0.03212859343918826,0.1725407917169573,0.11781527327470707,-0.03212859343918826,0.1425407917169573,action_server_error
v2_kinematic,1776792673968,58,108,auto_sorting_action,1776792654419_58_1,0.0726,0.0726,0.0,0.2,0.0,1,1.0,50.0,-20.0,0.39222089818788225,-0.0693162466785977,0.1425407917169573,0.39222089818788225,-0.0693162466785977,0.1425407917169573,0.16,-0.25,0.1,-0.00030060129127296165,0.0052446511220161085,-0.009712046551155318,-0.007497462343232009,-0.005267845738666566,-0.005238757816946382,,,0.03500000020628634,0,action_server_error,0,0,0,0,0,0,0,20.5396,,,0.39222089818788225,-0.0693162466785977,0.1425407917169573,0.39222089818788225,-0.0693162466785977,0.1725407917169573,0.39222089818788225,-0.0693162466785977,0.1425407917169573,action_server_error
v2_kinematic,1776792694616,59,108,auto_sorting_action,1776792674895_59_0,0.0675,0.0675,0.0,0.2,0.0,0,1.0,60.0,30.0,0.1716499859306368,-0.01564865666134699,0.1425407917169573,0.1716499859306368,-0.01564865666134699,0.1425407917169573,0.16,-0.25,0.1,0.002769482429303416,0.007552820091060397,-0.003978651992155413,0.0004902387009906306,-0.00010218518319149439,-0.009439389758926886,,,0.03500000065063516,0,action_server_error,0,0,0,0,0,0,0,20.6476,,,0.1716499859306368,-0.01564865666134699,0.1425407917169573,0.1716499859306368,-0.01564865666134699,0.1725407917169573,0.1716499859306368,-0.01564865666134699,0.1425407917169573,action_server_error
v2_kinematic,1776792714983,60,108,auto_sorting_action,1776792695564_60_1,0.0614,0.0614,0.0,0.2,0.0,1,1.0,60.0,30.0,0.5191636775554263,-0.1565207487526294,0.1425407917169573,0.5191636775554263,-0.1565207487526294,0.1425407917169573,0.16,-0.25,0.1,0.002747941786457986,0.005898278560636072,-0.009615744601913612,0.004083972557832993,0.005187315173745155,-0.0018053753212203816,,,0.034999993726425566,0,action_server_error,0,0,0,0,0,0,0,20.3662,,,0.5191636775554263,-0.1565207487526294,0.1425407917169573,0.5191636775554263,-0.1565207487526294,0.1725407917169573,0.5191636775554263,-0.1565207487526294,0.1425407917169573,action_server_error
v2_kinematic,1776792735397,61,108,auto_sorting_action,1776792715633_61_0,0.0688,0.0688,0.1,0.0,-0.2,0,0.5,50.0,-20.0,0.3043481814514226,-0.42131586027637974,0.1425407917169573,0.3043481814514226,-0.42131586027637974,0.1425407917169573,0.16,-0.25,0.1,0.00708879169917509,0.009946464794754917,-0.002176044185548065,-0.001060423731575888,-0.006763235384576127,-0.0079602197995996,,,0.034999999994806186,0,action_server_error,0,0,0,0,0,0,0,20.4136,,,0.3043481814514226,-0.42131586027637974,0.1425407917169573,0.3043481814514226,-0.42131586027637974,0.1725407917169573,0.3043481814514226,-0.42131586027637974,0.1425407917169573,action_server_error
v2_kinematic,1776792783488,62,108,auto_sorting_action,1776792736502_62_1,0.0691,0.0691,0.1,0.0,-0.2,1,0.5,50.0,-20.0,0.17676370030443364,-0.06205157687257019,0.1425407917169573,0.17676370030443364,-0.06205157687257019,0.1425407917169573,0.16,-0.25,0.1,-1.001853471357128,1.6484938963046591,-1.1449589403180545,-0.015401077981280764,1.1432488264255989,-0.05061448709552696,,,0.03499998555779167,1,auto_action_cycle_done,1,1,1,1,1,1,1,48.0902,free_yaw,直解位姿(快速)(反向),0.17676370030443364,-0.06205157687257019,0.1425407917169573,0.17676370030443364,-0.06205157687257019,0.1725407917169573,0.16,-0.25,0.1,
v2_kinematic,1776792828824,63,108,auto_sorting_action,1776792784447_63_0,0.0468,0.0468,0.1,0.0,-0.2,0,0.5,60.0,30.0,0.20604227798562913,0.3287231300965142,0.1425407917169573,0.20604227798562913,0.3287231300965142,0.1425407917169573,0.16,-0.25,0.1,-0.9988340134038847,1.640875962750691,-1.1647265295676812,0.041452509782370583,1.1628161903115233,-0.06435044908116172,,,0.033399978217585106,1,auto_action_cycle_done,1,1,1,1,1,1,1,45.3357,free_yaw,直解位姿(快速)(反向),0.20604227798562913,0.3287231300965142,0.1425407917169573,0.20604227798562913,0.3287231300965142,0.1725407917169573,0.16,-0.25,0.1,
v2_kinematic,1776792876443,64,108,auto_sorting_action,1776792829812_64_1,0.0739,0.0739,0.1,0.0,-0.2,1,0.5,60.0,30.0,0.14368889104961383,0.31519396155259544,0.1425407917169573,0.14368889104961383,0.31519396155259544,0.1425407917169573,0.16,-0.25,0.1,-0.9785999356753701,1.6345214048085532,-1.1469318680866643,0.012651031947261693,1.1830645013217973,-0.014514034846818014,,,0.034999996207800005,1,auto_action_cycle_done,1,1,1,1,1,1,1,47.6184,free_yaw,直解位姿(快速)(反向),0.14368889104961383,0.31519396155259544,0.1425407917169573,0.14368889104961383,0.31519396155259544,0.1725407917169573,0.16,-0.25,0.1,
v2_kinematic,1776792894631,65,108,auto_sorting_action,1776792877361_65_0,0.0716,0.0716,0.1,0.0,-0.2,0,0.8,50.0,-20.0,0.28838103426242984,-0.3318205452769754,0.1425407917169573,0.28838103426242984,-0.3318205452769754,0.1425407917169573,0.16,-0.25,0.1,-0.9785999503843295,1.6345215143852077,-1.1469320367823812,0.01265108222263489,1.1830657335855648,-0.014513708999346342,,,0.035000004804048246,0,action_server_error,0,0,0,0,0,0,0,18.1876,,,0.28838103426242984,-0.3318205452769754,0.1425407917169573,0.28838103426242984,-0.3318205452769754,0.1725407917169573,0.28838103426242984,-0.3318205452769754,0.1425407917169573,action_server_error
v2_kinematic,1776792916352,66,108,auto_sorting_action,1776792895627_66_1,0.069,0.069,0.1,0.0,-0.2,1,0.8,50.0,-20.0,0.432820936750883,0.3381103085048901,0.1425407917169573,0.432820936750883,0.3381103085048901,0.1425407917169573,0.16,-0.25,0.1,0.007082599227200781,0.009147576996102913,-0.005204864219932048,-0.0027987775595148534,0.005689835311248892,-0.000150887139666267,,,0.034999999937803505,0,action_server_error,0,0,0,0,0,0,0,21.7206,,,0.432820936750883,0.3381103085048901,0.1425407917169573,0.432820936750883,0.3381103085048901,0.1725407917169573,0.432820936750883,0.3381103085048901,0.1425407917169573,action_server_error
v2_kinematic,1776792962647,67,108,auto_sorting_action,1776792917288_67_0,0.0606,0.0606,0.1,0.0,-0.2,0,0.8,60.0,30.0,0.027496436573501405,-0.2706451779998698,0.1425407917169573,0.027496436573501405,-0.2706451779998698,0.1425407917169573,0.16,-0.25,0.1,-1.0259793711137082,1.6237694978740613,-1.0953755923740145,-0.03363700784376267,1.0628029016167577,-0.020365173405444637,,,0.03499999971205794,1,auto_action_cycle_done,1,1,1,1,1,1,1,46.2942,free_yaw,直解位姿(快速)(反向),0.027496436573501405,-0.2706451779998698,0.1425407917169573,0.027496436573501405,-0.2706451779998698,0.1725407917169573,0.16,-0.25,0.1,
v2_kinematic,1776793009710,68,108,auto_sorting_action,1776792963223_68_1,0.0669,0.0669,0.1,0.0,-0.2,1,0.8,60.0,30.0,0.0763021142927475,-0.33149392198457656,0.1425407917169573,0.0763021142927475,-0.33149392198457656,0.1425407917169573,0.16,-0.25,0.1,-1.037072665480962,1.6324244944784905,-1.1253801520751896,0.07899371345272144,1.1024276683667695,-0.1557522762212562,,,0.0349999505639337,1,auto_action_cycle_done,1,1,1,1,1,1,1,47.0629,free_yaw,直解位姿(快速)(反向),0.0763021142927475,-0.33149392198457656,0.1425407917169573,0.0763021142927475,-0.33149392198457656,0.1725407917169573,0.16,-0.25,0.1,
v2_kinematic,1776793028231,69,108,auto_sorting_action,1776793010783_69_0,0.0671,0.0671,0.1,0.0,-0.2,0,1.0,50.0,-20.0,0.10284348120960701,-0.08499591285969098,0.1425407917169573,0.10284348120960701,-0.08499591285969098,0.1425407917169573,0.16,-0.25,0.1,-1.0370726209093517,1.6324246231843471,-1.125380371809765,0.07899331831548384,1.102429140386703,-0.155751496927377,,,0.03499993940977239,0,action_server_error,0,0,0,0,0,0,0,18.5203,,,0.10284348120960701,-0.08499591285969098,0.1425407917169573,0.10284348120960701,-0.08499591285969098,0.1725407917169573,0.10284348120960701,-0.08499591285969098,0.1425407917169573,action_server_error
v2_kinematic,1776793074718,70,108,auto_sorting_action,1776793029251_70_1,0.0682,0.0682,0.1,0.0,-0.2,1,1.0,50.0,-20.0,0.3031811339143998,0.0066921641704003896,0.1425407917169573,0.3031811339143998,0.0066921641704003896,0.1425407917169573,0.16,-0.25,0.1,-0.9895567468549142,1.5988933160447818,-1.101516035100432,-0.028760851616787875,1.0715545447360393,0.002081018696144632,,,0.0350000001797371,1,auto_action_cycle_done,1,1,1,1,1,1,1,46.4866,free_yaw,直解位姿(快速)(反向),0.3031811339143998,0.0066921641704003896,0.1425407917169573,0.3031811339143998,0.0066921641704003896,0.1725407917169573,0.16,-0.25,0.1,
v2_kinematic,1776793118144,71,108,auto_sorting_action,1776793075793_71_0,0.0727,0.0727,0.1,0.0,-0.2,0,1.0,60.0,30.0,0.18973366098588984,-0.2759384934108208,0.1425407917169573,0.18973366098588984,-0.2759384934108208,0.1425407917169573,0.16,-0.25,0.1,-1.0117671022884647,1.6247676641167468,-1.1169478062001232,0.07486850886270613,1.0617838910539499,-0.08627202514223686,,,0.03499997898877909,1,auto_action_cycle_done,1,1,1,1,1,1,1,43.4255,free_yaw,直解位姿(快速)(反向),0.18973366098588984,-0.2759384934108208,0.1425407917169573,0.18973366098588984,-0.2759384934108208,0.1725407917169573,0.16,-0.25,0.1,
